config,method,n_nodes,n_runs,pc_mean,pc_std,pc_sem,anc_mean,anc_std,anc_sem,success_rate
BA-localized,Adaptive TIA,16384,100,0.26326437520077095,0.07167804156207916,0.007167804156207916,0.6967977597186322,0.024855142825226627,0.0024855142825226627,1.0
BA-localized,GNN-RL,32,100,0.20967741935483872,0.09531152711415586,0.009531152711415585,0.8474705355408478,0.05167962107106262,0.005167962107106262,1.0
BA-localized,GNN-RL,64,100,0.22311475409836062,0.08355495032128671,0.00835549503212867,0.8421646528993265,0.0386543186022117,0.00386543186022117,1.0
BA-localized,GNN-RL,128,100,0.19098360655737703,0.06073875577064873,0.006073875577064873,0.8641482214335783,0.02519026492340222,0.002519026492340222,1.0
BA-localized,GNN-RL,256,100,0.17713114754098364,0.055479694540575,0.0055479694540575,0.8748131066488329,0.017941414704202067,0.0017941414704202067,1.0
BA-localized,GNN-RL,512,100,0.15856262833675566,0.052648950721828326,0.005264895072182833,0.8853399077552124,0.014972569037351323,0.0014972569037351323,1.0
BA-localized,GNN-RL,1024,100,0.14737923946557044,0.03770621297462402,0.0037706212974624024,0.8948219683597237,0.008651842556861335,0.0008651842556861335,1.0
BA-localized,GNN-RL,2048,100,0.13472250770811922,0.0323686397292983,0.00323686397292983,0.8998717851324174,0.006830132058251972,0.0006830132058251972,1.0
BA-localized,GNN-RL,4096,100,0.12715827338129496,0.03177780631650601,0.0031777806316506006,0.9011671552554193,0.004879192689504351,0.0004879192689504351,1.0
BA-localized,GNN-RL,8192,100,0.12420403443402288,0.028408408122629642,0.002840840812262964,0.9031439050822888,0.005202192241217641,0.000520219224121764,1.0
BA-localized,GNN-RL,16384,100,0.12884355926758753,0.027540916201404437,0.0027540916201404435,0.9028685362185189,0.005293249485961548,0.0005293249485961548,1.0
WS-random,Adaptive TD,32,100,0.5396774193548387,0.2004601885682852,0.02004601885682852,0.7052686117708222,0.10017441534508796,0.010017441534508797,1.0
WS-random,Adaptive TD,64,100,0.6293442622950819,0.14470674828491506,0.014470674828491506,0.649055770174774,0.07327476477515557,0.007327476477515557,1.0
WS-random,Adaptive TD,128,100,0.6494262295081968,0.12305926911068245,0.012305926911068245,0.6275112392108162,0.06013104429458978,0.006013104429458978,1.0
WS-random,Adaptive TD,256,100,0.6330737704918034,0.10589715865007218,0.010589715865007218,0.6239092376999049,0.04943034306130765,0.004943034306130765,1.0
WS-random,Adaptive TD,512,100,0.6342710472279262,0.09686068866782029,0.009686068866782029,0.612358114934598,0.03472191242085462,0.0034721912420854623,1.0
WS-random,Adaptive TD,1024,100,0.6529290853031862,0.09910567218864144,0.009910567218864144,0.6030330419680989,0.030620395625819245,0.0030620395625819245,1.0
