lambda_eff,config,method,move_prob,attack_ratio,n_sims,pc_mean,pc_std,pc_sem,anc_mean,anc_std,anc_sem
10,BA-random,Adaptive Katz,0.3,0.03,500,0.44434444444444443,0.01491945039202182,0.0006672181052699335,0.674496302325337,0.015931052340986303,0.0007124583197510506
10,BA-random,Adaptive Katz,0.4,0.04,500,0.4438933333333333,0.0147107915373144,0.0006578865976052727,0.675047963293347,0.0157500176998025,0.0007043622044716652
10,BA-random,Adaptive Katz,0.5,0.05,500,0.44391555555555556,0.014192043676077933,0.0006346874879871252,0.6755793773845282,0.015613149576561671,0.000698241275921279
10,BA-random,Adaptive TIA,0.1,0.01,500,0.39456888888888886,0.020782811511462728,0.0009294355860639162,0.6806711050905097,0.030431926054295247,0.0013609571068730225
10,BA-random,Adaptive TIA,0.2,0.02,500,0.3971955555555555,0.021218482043890735,0.0009489193645899672,0.6767669930880581,0.03123854467460428,0.0013970301882115842
10,BA-random,Adaptive TIA,0.3,0.03,500,0.3957466666666667,0.021560091618944573,0.0009641966092216711,0.6789801651881534,0.03146232683676125,0.0014070380307462816
10,BA-random,Adaptive TIA,0.4,0.04,500,0.3981311111111111,0.021858153152982968,0.0009775263262534256,0.6749076278974995,0.03231213957216228,0.0014450428116363164
10,BA-random,Adaptive TIA,0.5,0.05,500,0.4012133333333333,0.022528104148889446,0.0010074874456222369,0.6706106733260093,0.03231311129276085,0.0014450862683025873
10,BA-random,GNN-RL,0.1,0.01,500,0.3236377777777778,0.01020596073713304,0.0004564244396784668,0.805687903321191,0.006542450217327438,0.0002925872685070485
10,BA-random,GNN-RL,0.2,0.02,500,0.32366222222222224,0.009917460845883366,0.00044352233231175544,0.8055750274471896,0.006505322311328598,0.0002909268580735359
10,BA-random,GNN-RL,0.3,0.03,500,0.3222222222222222,0.009741346270433764,0.00043564624906107887,0.8056495057655961,0.006228237528414562,0.00027853524987100475
10,BA-random,GNN-RL,0.4,0.04,500,0.32122222222222224,0.010099871653016556,0.00045167999160336373,0.8063760796047548,0.00602861050684631,0.00026960765806355617
10,BA-random,GNN-RL,0.5,0.05,500,0.3209577777777778,0.009372336230617907,0.00041914361839291567,0.8057316421155691,0.00592595881909165,0.00026501693502706616
10,BA-localized,Adaptive TD,0.1,0.01,500,0.5291666666666668,0.02630644431210115,0.0011764599545634172,0.5985319844522251,0.026621035420501368,0.001190528896633415
10,BA-localized,Adaptive TD,0.2,0.02,500,0.5316266666666668,0.025905257200369274,0.0011585183214928318,0.5961442843709723,0.025376117945137125,0.0011348544946075778
10,BA-localized,Adaptive TD,0.3,0.03,500,0.5346977777777778,0.026901466663399144,0.0012030701630760987,0.5933679113333444,0.026562433650976724,0.0011879081458282374
10,BA-localized,Adaptive TD,0.4,0.04,500,0.5332177777777778,0.028043378743618334,0.0012541380237900649,0.5936201990528133,0.027409140168239827,0.0012257740124200854
10,BA-localized,Adaptive TD,0.5,0.05,500,0.5347955555555556,0.026319033717111827,0.0011770229698714202,0.5926892964406425,0.026400032331264766,0.0011806453380180052
10,BA-localized,Adaptive Katz,0.1,0.01,500,0.44367111111111107,0.015077396376081697,0.0006742816644125532,0.6748105714655376,0.016822152361608927,0.0007523095241683236
10,BA-localized,Adaptive Katz,0.2,0.02,500,0.4431288888888889,0.014298844984866246,0.0006394637877178575,0.6753890313893728,0.015758919466992236,0.0007047603036027878
10,BA-localized,Adaptive Katz,0.3,0.03,500,0.4433244444444444,0.014453840362843638,0.000646395391744972,0.6753378857987185,0.016667585551794147,0.000745397086292101
10,BA-localized,Adaptive Katz,0.4,0.04,500,0.4450177777777778,0.014850270978946754,0.0006641243078643458,0.6731308955525365,0.015646295827896096,0.0006997236213449404
10,BA-localized,Adaptive Katz,0.5,0.05,500,0.44372,0.014740675897865941,0.0006592230668384198,0.6757525254496595,0.016003899600907857,0.0007157161482542344
10,BA-localized,Adaptive TIA,0.1,0.01,500,0.39512,0.021549321435279295,0.0009637149519655567,0.678986548318087,0.031065006071165302,0.0013892693059313855
10,BA-localized,Adaptive TIA,0.2,0.02,500,0.3985155555555555,0.03486232364425159,0.001559090510442895,0.6751060615070441,0.03635944442300363,0.0016260437870792347
10,BA-localized,Adaptive TIA,0.3,0.03,500,0.3982888888888889,0.03527004114640548,0.0015773241914515453,0.6760215198499238,0.0368401238458625,0.0016475404243771906
10,BA-localized,Adaptive TIA,0.4,0.04,500,0.39659333333333335,0.02092330627981659,0.0009357187031143625,0.6767741591586166,0.02985233118725377,0.0013350368364307287
10,BA-localized,Adaptive TIA,0.5,0.05,500,0.39996222222222216,0.022685200592587357,0.0010145130121648768,0.6724284057212727,0.03253050292609381,0.0014548083177000314
10,BA-localized,GNN-RL,0.1,0.01,500,0.32389111111111113,0.00927987308342331,0.0004150085407421019,0.8053158359929953,0.005823724217551326,0.00026044486465313075
10,BA-localized,GNN-RL,0.2,0.02,500,0.3235866666666667,0.010257668976892663,0.00045873690246045425,0.8053621791777005,0.006352179274114506,0.0002840780932437061
10,BA-localized,GNN-RL,0.3,0.03,500,0.3224422222222222,0.010013743395460233,0.00044782821882977277,0.8055057960240102,0.006144832266380397,0.00027480525315921325
10,BA-localized,GNN-RL,0.4,0.04,500,0.32154444444444447,0.009459067111363779,0.00042302234129483967,0.8057760530308871,0.006128562537724371,0.00027407764877420624
10,BA-localized,GNN-RL,0.5,0.05,500,0.32058444444444445,0.009664324365008593,0.00043220172473533403,0.8060275034358305,0.0060361869725795506,0.0002699464879117307
10,WS-random,Adaptive TD,0.1,0.01,500,0.8131333333333334,0.03776365095344111,0.001688841812209381,0.515758410169979,0.026102528619771515,0.0011673405675688574
10,WS-random,Adaptive TD,0.2,0.02,500,0.8170666666666666,0.03887971955393445,0.0017387539173745045,0.5143377595120585,0.02572842410099943,0.0011506101048755727
10,WS-random,Adaptive TD,0.3,0.03,500,0.8134911111111112,0.040097748405122376,0.0017932258235707481,0.5172170757904687,0.027047243372043436,0.001209589495677395
10,WS-random,Adaptive TD,0.4,0.04,500,0.8156266666666666,0.03937317354572435,0.0017608218507627214,0.5165315028049324,0.02664117910562327,0.0011914297496184137
10,WS-random,Adaptive TD,0.5,0.05,500,0.8168133333333334,0.03872853568808418,0.0017319927693516563,0.5171595323787174,0.025389216326410752,0.0011354402720260386
10,WS-random,Adaptive Katz,0.1,0.01,500,0.7461088888888889,0.011902380506789179,0.00053229063814498,0.5758514589077035,0.012359462397997342,0.0005527319617454923
10,WS-random,Adaptive Katz,0.2,0.02,500,0.7465155555555555,0.011975979250664457,0.0005355820740322543,0.5757568277504402,0.013065918892818489,0.0005843256566568186
10,WS-random,Adaptive Katz,0.3,0.03,500,0.7486999999999999,0.01273864054610864,0.0005696893240406792,0.5749877233095103,0.012812756583445923,0.0005730038939948608
10,WS-random,Adaptive Katz,0.4,0.04,500,0.7470422222222224,0.0120865069140226,0.0005405250214055148,0.5771741590848483,0.011957590500760628,0.0005347597041361303
10,WS-random,Adaptive Katz,0.5,0.05,500,0.74878,0.011420384417650468,0.0005107351177409159,0.5764710052936503,0.011238652727590885,0.0005026078294881329
10,WS-random,Adaptive TIA,0.1,0.01,500,0.5830844444444444,0.049108720706028536,0.0021962087557346253,0.6532336842951539,0.04505816936304938,0.0020150625927495363
10,WS-random,Adaptive TIA,0.2,0.02,500,0.5878555555555555,0.04622362577997223,0.002067183388210593,0.6493481777467683,0.044317042922931996,0.001981918410749038
10,WS-random,Adaptive TIA,0.3,0.03,500,0.5902444444444446,0.0500234957140821,0.002237118737777139,0.646842267881282,0.04558731406406017,0.0020387266631774147
10,WS-random,Adaptive TIA,0.4,0.04,500,0.59742,0.04738482223009576,0.002119113672164746,0.6397893757433205,0.044482545649147644,0.0019893199176746327
10,WS-random,Adaptive TIA,0.5,0.05,500,0.5978422222222222,0.046071423831125086,0.0020603767101319897,0.6401642554997099,0.04261306843376151,0.0019057143549548244
10,WS-random,GNN-RL,0.1,0.01,500,0.39664,0.030789516894834255,0.0013769490554245527,0.7215510637793365,0.03986999479361889,0.0017830403724218907
10,WS-random,GNN-RL,0.2,0.02,500,0.3973466666666667,0.029444097608020137,0.0013167800757534396,0.7188623507122038,0.03873608351331021,0.0017323303183574101
10,WS-random,GNN-RL,0.3,0.03,500,0.39712444444444445,0.029471271971276337,0.0013179953502231623,0.7173773951934225,0.038812498938446564,0.0017357477200600987
10,WS-random,GNN-RL,0.4,0.04,500,0.3972888888888889,0.03114558407555407,0.0013928728638374769,0.7146041199394035,0.039115244904944196,0.0017492869312801503
10,WS-random,GNN-RL,0.5,0.05,500,0.40126444444444453,0.029414847934543967,0.0013154719905891918,0.7111985552626214,0.03848902124375542,0.0017212813577694123
10,WS-localized,Adaptive TD,0.1,0.01,500,0.8120777777777778,0.03772828620871764,0.0016872602527452092,0.5187303613988775,0.026303640584339975,0.0011763345680461295
10,WS-localized,Adaptive TD,0.2,0.02,500,0.813108888888889,0.03819555264654916,0.0017081570431171185,0.5173739609347824,0.02536685728549169,0.001134440345317904
10,WS-localized,Adaptive TD,0.3,0.03,500,0.8119666666666667,0.038168196637618355,0.0017069336452058708,0.5187461072746932,0.025562546999901656,0.0011431918553962681
10,WS-localized,Adaptive TD,0.4,0.04,500,0.8147422222222221,0.03706777536311521,0.0016577213097323511,0.5184150271849032,0.02489645341345422,0.0011134032446228062
10,WS-localized,Adaptive TD,0.5,0.05,500,0.8200511111111112,0.0372959449687377,0.0016679253647037752,0.516649296049068,0.025100274396981693,0.001122518396110972
10,WS-localized,Adaptive Katz,0.1,0.01,500,0.7460155555555555,0.012464795066481548,0.000557442581885135,0.5763386423511179,0.012194558563634229,0.0005453572380777666
10,WS-localized,Adaptive Katz,0.2,0.02,500,0.7467644444444443,0.012696274169132365,0.0005677946420630925,0.5759448200893398,0.01229155226500771,0.0005496949282709749
10,WS-localized,Adaptive Katz,0.3,0.03,500,0.7471844444444445,0.013265235545367224,0.0005932393683397521,0.5764656253523712,0.012580553760747595,0.0005626194680724449
10,WS-localized,Adaptive Katz,0.4,0.04,500,0.7482044444444444,0.020033322363958293,0.0008959174124195505,0.5764135234757551,0.015290633036606945,0.0006838178977771432
10,WS-localized,Adaptive Katz,0.5,0.05,500,0.7479866666666667,0.016563259057844983,0.00074073146364561,0.5770579405762672,0.013496136388322926,0.0006035655679579713
10,WS-localized,Adaptive TIA,0.1,0.01,500,0.4935533333333334,0.06090923013837379,0.0027239435809316543,0.7299197379148163,0.05466851794837495,0.0024448504472346744
10,WS-localized,Adaptive TIA,0.2,0.02,500,0.4961822222222222,0.06166302195435454,0.0027576541757599734,0.727770458131872,0.055134248533105765,0.002465678552167851
10,WS-localized,Adaptive TIA,0.3,0.03,500,0.4999822222222222,0.06512248425509852,0.0029123660331612008,0.7249244423547305,0.05865031291427164,0.0026229217315589036
10,WS-localized,Adaptive TIA,0.4,0.04,500,0.5078644444444445,0.06144044507779891,0.0027477002352360143,0.7173463443179915,0.05509426529136072,0.002463890447237796
10,WS-localized,Adaptive TIA,0.5,0.05,500,0.5078666666666667,0.06279912714656447,0.002808462344547411,0.7170080826792575,0.055822013405779594,0.0024964363323245545
10,WS-localized,GNN-RL,0.1,0.01,500,0.28139777777777786,0.046981838308693256,0.0021010916833228374,0.8301973128479931,0.056211873648968215,0.0025138714124344416
10,WS-localized,GNN-RL,0.2,0.02,500,0.28344666666666674,0.047598677178423796,0.0021286775562004696,0.827164634029841,0.05661424723657068,0.002531866106319033
10,WS-localized,GNN-RL,0.3,0.03,500,0.2874933333333333,0.04723853919402234,0.0021125716959124415,0.820356258852297,0.055136799404105506,0.002465792630586996
10,WS-localized,GNN-RL,0.4,0.04,500,0.29193555555555556,0.04888160849831679,0.002186051989035355,0.814159060127193,0.057809008149462375,0.002585297438680744
10,WS-localized,GNN-RL,0.5,0.05,500,0.28956000000000004,0.04890963176116076,0.0021873052274487643,0.8146635960701738,0.058941368900304686,0.002635938150959466
20,BA-random,Adaptive TD,0.2,0.01,500,0.5176222222222221,0.029271407698332093,0.0013090571482116244,0.5936213391379831,0.029666106180311295,0.0013267086009380537
20,BA-random,Adaptive TD,0.4,0.02,500,0.5165222222222221,0.0288443481422806,0.0012899584642561837,0.5956575388854001,0.030101739131673928,0.0013461906987877678
20,BA-random,Adaptive TD,0.6,0.03,500,0.5183288888888888,0.028130340019801213,0.0012580270502891657,0.5926927278685522,0.02927475866310941,0.00130920700791227
20,BA-random,Adaptive TD,0.8,0.04,500,0.5215799999999999,0.028714944618516057,0.0012841713627428732,0.5927986810271778,0.029934960969061907,0.001338732152612508
20,BA-random,Adaptive TD,1.0,0.05,500,0.5340133333333333,0.03023148256820371,0.0013519930016620684,0.5837100171389937,0.030819363010234135,0.0013782838142825213
20,BA-random,Adaptive Katz,0.2,0.01,500,0.43318666666666666,0.013701877676138109,0.0006127665980646331,0.6764839069523105,0.01647569485194933,0.0007368154733100406
20,BA-random,Adaptive Katz,0.4,0.02,500,0.43481111111111115,0.013630987754396006,0.0006095963043859336,0.675471047295172,0.01621065331939279,0.0007249624556368977
20,BA-random,Adaptive Katz,0.6,0.03,500,0.4353,0.013831664334837113,0.0006185708338931039,0.6746012884231658,0.01584831698865326,0.0007087582823118691
20,BA-random,Adaptive Katz,0.8,0.04,500,0.4363844444444444,0.013821502482154302,0.0006181163820255818,0.6751906456132611,0.015972521993395446,0.0007143128989868532
20,BA-random,Adaptive Katz,1.0,0.05,500,0.4449977777777778,0.013860236935248781,0.0006198486394293925,0.6666110928184334,0.015576188327418064,0.0006965883186089108
20,BA-random,Adaptive TIA,0.2,0.01,500,0.4039044444444445,0.0227816745718197,0.0010188274596773454,0.6583244448969743,0.03178074167974131,0.0014212779754252485
20,BA-random,Adaptive TIA,0.4,0.02,500,0.40719777777777777,0.022521910209974925,0.00100721044425301,0.6550070216045571,0.032382925296589954,0.0014482084454694535
20,BA-random,Adaptive TIA,0.6,0.03,500,0.4105,0.0359159426755251,0.001606209785969196,0.6513345759270945,0.03764150684800121,0.0016833793617530908
20,BA-random,Adaptive TIA,0.8,0.04,500,0.4123,0.02371010879897558,0.0010603483005685059,0.6491035088201961,0.03209558581912289,0.001435358233384741
20,BA-random,Adaptive TIA,1.0,0.05,500,0.4142866666666667,0.025695122177248033,0.00114912079756978,0.646337738072614,0.03441085890189085,0.001538900393375634
20,BA-random,GNN-RL,0.2,0.01,500,0.3185488888888889,0.01019660824750497,0.00045600618362712225,0.8072651737848032,0.005937463689548231,0.000265531448475331
20,BA-random,GNN-RL,0.4,0.02,500,0.3171866666666667,0.010402336869457698,0.0004652066472991954,0.8078990114448116,0.006121833744273869,0.0002737767279829687
20,BA-random,GNN-RL,0.6,0.03,500,0.3141088888888889,0.01108434531720801,0.0004957069923071716,0.8095758614648144,0.006174378485952038,0.0002761266002680197
20,BA-random,GNN-RL,0.8,0.04,500,0.31367555555555554,0.010652370975862949,0.0004763885124715065,0.8096642506267246,0.005923246303889727,0.0002648956276594361
20,BA-random,GNN-RL,1.0,0.05,500,0.31280888888888886,0.010405199080326843,0.0004653346492605823,0.8099401869761288,0.00614220081263199,0.0002746875709699916
20,BA-localized,Adaptive TD,0.2,0.01,500,0.5174577777777779,0.027590324301496136,0.0012338768131881952,0.5943841891691944,0.029125477152370037,0.001302530935796328
20,BA-localized,Adaptive TD,0.4,0.02,500,0.5200155555555555,0.028851980782291682,0.0012902998062944353,0.5921897390709899,0.029888334928393042,0.001336646972683363
20,BA-localized,Adaptive TD,0.6,0.03,500,0.5189666666666667,0.02846676858338942,0.0012730725930442826,0.5932956859596631,0.029635519323182553,0.0013253407151028948
20,BA-localized,Adaptive TD,0.8,0.04,500,0.5207177777777778,0.030690423245897824,0.0013725174527213456,0.5924612792832882,0.03132983999329793,0.0014011130389841144
20,BA-localized,Adaptive TD,1.0,0.05,500,0.5377066666666667,0.028668387200736598,0.0012820892517226388,0.5811892533597555,0.028793905069744545,0.0012877025814724925
20,BA-localized,Adaptive Katz,0.2,0.01,500,0.4330266666666666,0.014333411886089659,0.0006410096665359989,0.6780313799749978,0.017428386071217834,0.0007794211198670713
20,BA-localized,Adaptive Katz,0.4,0.02,500,0.4339222222222222,0.013720899621371518,0.0006136172853167568,0.6763276336209618,0.015727672361524267,0.0007033628905642581
20,BA-localized,Adaptive Katz,0.6,0.03,500,0.43456666666666666,0.013495765225149172,0.000603548969036226,0.6746305738447828,0.015975295183138363,0.0007144369198024466
20,BA-localized,Adaptive Katz,0.8,0.04,500,0.43528222222222224,0.014072014254725056,0.0006293196090782253,0.6760671926302206,0.016954749741901882,0.0007582394592877924
20,BA-localized,Adaptive Katz,1.0,0.05,500,0.44565999999999995,0.014349997376005267,0.0006417513921938277,0.6665812830255404,0.017016153849000317,0.0007609855344391879
20,BA-localized,Adaptive TIA,0.2,0.01,500,0.4058466666666667,0.0348066503507875,0.0015566007250685549,0.6576808319030684,0.036167062378330464,0.0016174402004884426
20,BA-localized,Adaptive TIA,0.4,0.02,500,0.40824666666666665,0.035982641837144856,0.0016091926631576763,0.6536989464693334,0.037630087926509646,0.0016828686920593934
20,BA-localized,Adaptive TIA,0.6,0.03,500,0.4085088888888889,0.02371364757858819,0.0010605065596039295,0.6521970555105654,0.03303858964098833,0.0014775306463594056
20,BA-localized,Adaptive TIA,0.8,0.04,500,0.4104755555555556,0.022869485195045818,0.0010227544701309496,0.6499996293450682,0.032508599693209586,0.0014538287753469087
20,BA-localized,Adaptive TIA,1.0,0.05,500,0.41794000000000003,0.03631278188730604,0.0016239569750427882,0.6437170993682033,0.0375848575200169,0.0016808459267880387
20,BA-localized,GNN-RL,0.2,0.01,500,0.3193911111111111,0.009794411104751977,0.0004380193805960847,0.8070462594605062,0.006044819903192316,0.0002703325643056343
20,BA-localized,GNN-RL,0.4,0.02,500,0.3154577777777778,0.00986803393929918,0.00044131189385096,0.8086747027145446,0.005713876505404765,0.0002555323256224799
20,BA-localized,GNN-RL,0.6,0.03,500,0.31411111111111106,0.010718508280217282,0.0004793462626392041,0.8095629309219619,0.006333162567236359,0.00028322764025795163
20,BA-localized,GNN-RL,0.8,0.04,500,0.3132,0.009961754022755056,0.0004455031834002458,0.8099769004341704,0.005894197675134518,0.00026359653348844006
20,BA-localized,GNN-RL,1.0,0.05,500,0.3141333333333333,0.010421108682517399,0.0004660461483004435,0.8095540990805046,0.005755161525464308,0.0002573786478485916
20,WS-random,Adaptive TD,0.2,0.01,500,0.8101577777777779,0.04150320285126897,0.00185607965718801,0.5179359240240878,0.028673118250116134,0.0012823008306829897
20,WS-random,Adaptive TD,0.4,0.02,500,0.8129200000000001,0.0420791379060168,0.0018818362558488343,0.5167659787421403,0.02735631480388149,0.0012234115903072566
20,WS-random,Adaptive TD,0.6,0.03,500,0.8096688888888889,0.040341523441489495,0.0018041277746214353,0.5213616192442612,0.027841829420561973,0.001245124464046603
20,WS-random,Adaptive TD,0.8,0.04,500,0.8186488888888889,0.03797759807512259,0.0016984098183627854,0.5190631099900005,0.025178224181997447,0.0011260044164735066
20,WS-random,Adaptive TD,1.0,0.05,500,0.8200644444444445,0.03751948688743352,0.001677922463224267,0.5232736236434018,0.025443528436500194,0.0011378691834292673
20,WS-random,Adaptive Katz,0.2,0.01,500,0.745991111111111,0.011961994135749426,0.0005349566406797913,0.5811225188474184,0.011757394255692008,0.0005258066558798575
20,WS-random,Adaptive Katz,0.4,0.02,500,0.7467266666666666,0.010577584265270062,0.0004730439490975205,0.5809260857696091,0.011135111545355328,0.000497977327049145
20,WS-random,Adaptive Katz,0.6,0.03,500,0.7471088888888889,0.011829842782003212,0.0005290466524738881,0.583759469156399,0.011276081411954329,0.0005042816911390338
20,WS-random,Adaptive Katz,0.8,0.04,500,0.7474555555555555,0.010546422949845936,0.00047165037270638734,0.5845668609563986,0.011118017389445843,0.0004972128531565131
20,WS-random,Adaptive Katz,1.0,0.05,500,0.7513133333333334,0.015922376365850748,0.0007120703183475666,0.5856611596206117,0.012442718132049887,0.000556455271362655
20,WS-random,Adaptive TIA,0.2,0.01,500,0.6040399999999999,0.04907650243607448,0.0021947679108999313,0.6230545376774916,0.043433277237102136,0.0019423952077550924
20,WS-random,Adaptive TIA,0.4,0.02,500,0.6106133333333335,0.04845844975942193,0.002167127754926515,0.6191918845671806,0.04307791014562949,0.0019265027082851082
20,WS-random,Adaptive TIA,0.6,0.03,500,0.6144022222222222,0.04609566750751054,0.002061460920300437,0.6163579298095101,0.04146838546406788,0.0018545225762963986
20,WS-random,Adaptive TIA,0.8,0.04,500,0.6216377777777778,0.053082666999713465,0.0023739290367668824,0.612608910952828,0.04421198469654489,0.0019772200640330957
20,WS-random,Adaptive TIA,1.0,0.05,500,0.6245644444444445,0.058460668808446456,0.002614440589315758,0.6110045316686342,0.04583576604142699,0.0020498377733881436
20,WS-random,GNN-RL,0.2,0.01,500,0.42159777777777774,0.030288859460326455,0.0013545589742845509,0.6885302343815254,0.03959735789833434,0.0017708476798012757
20,WS-random,GNN-RL,0.4,0.02,500,0.42321333333333333,0.031043902325657097,0.0013883255177406615,0.6822330040653894,0.0395916886284018,0.0017705941423422369
20,WS-random,GNN-RL,0.6,0.03,500,0.4246622222222222,0.029534026912681793,0.0013208018365212946,0.6779412605858681,0.03806359345354608,0.0017022556486009004
20,WS-random,GNN-RL,0.8,0.04,500,0.42935333333333336,0.029098370324737353,0.001301318681611507,0.6700300651788028,0.037049956217095614,0.0016569244132963348
20,WS-random,GNN-RL,1.0,0.05,500,0.42844444444444446,0.029727735729532752,0.0013294647581676906,0.6709845218781781,0.0376382343201637,0.0016832330098590323
20,WS-localized,Adaptive TD,0.2,0.01,500,0.8083311111111111,0.0401694865461673,0.0017964340507698666,0.5200566794102681,0.026896927416170772,0.0012028671617687124
20,WS-localized,Adaptive TD,0.4,0.02,500,0.814008888888889,0.03787012138648568,0.0016936033147270113,0.5176551912178813,0.025624438364896862,0.001145959721383259
20,WS-localized,Adaptive TD,0.6,0.03,500,0.8142066666666667,0.039796708778862974,0.001779762922206005,0.5196932323939829,0.0265928797850781,0.0011892697383382926
20,WS-localized,Adaptive TD,0.8,0.04,500,0.8129066666666667,0.04238006379664155,0.0018952940708013663,0.5247443001252003,0.028170425161888,0.0012598197123410415
20,WS-localized,Adaptive TD,1.0,0.05,500,0.8221044444444444,0.03865406506021084,0.0017286623416266187,0.5231522766290814,0.02539252450875954,0.0011355882184383157
20,WS-localized,Adaptive Katz,0.2,0.01,500,0.7459555555555555,0.012782047595778254,0.0005716305463159586,0.5825213985320574,0.011356326772767742,0.0005078703727721895
20,WS-localized,Adaptive Katz,0.4,0.02,500,0.7470555555555556,0.011002777427136798,0.0004920591653675624,0.5824910460944275,0.010868391851115097,0.00048604925970396255
20,WS-localized,Adaptive Katz,0.6,0.03,500,0.7480288888888889,0.016148344867982868,0.0007221759369783912,0.5831917821623822,0.01257404154991453,0.000562328233150314
20,WS-localized,Adaptive Katz,0.8,0.04,500,0.7483333333333334,0.015437568413403662,0.0006903890475934832,0.5844966172168143,0.012349013719169629,0.0005522646826228157
20,WS-localized,Adaptive Katz,1.0,0.05,500,0.7513066666666666,0.011279229463219137,0.0005044224762715291,0.5860048961007314,0.01058598905292943,0.0004734198226283765
20,WS-localized,Adaptive TIA,0.2,0.01,500,0.5997911111111112,0.05079949275531726,0.00227182238046795,0.628620399173719,0.04545675976892013,0.002032888097603661
20,WS-localized,Adaptive TIA,0.4,0.02,500,0.6058555555555556,0.04938102174562587,0.0022083864284322954,0.624275320365545,0.04381726056082332,0.00195956746403643
20,WS-localized,Adaptive TIA,0.6,0.03,500,0.6099755555555555,0.05911593042175374,0.0026437447795237836,0.6207861241047502,0.04877817543315113,0.0021814263217387235
20,WS-localized,Adaptive TIA,0.8,0.04,500,0.6208822222222222,0.06162682961499043,0.0027560356051383158,0.6123400714630415,0.04824327667422014,0.002157504922017724
20,WS-localized,Adaptive TIA,1.0,0.05,500,0.6216288888888888,0.06131147803039497,0.002741932653538961,0.6127968919184541,0.04664525728825381,0.0020860393224900603
20,WS-localized,GNN-RL,0.2,0.01,500,0.37638444444444447,0.03824491387148149,0.0017103645442051452,0.7274875599042714,0.04352641149871937,0.0019465602985553002
20,WS-localized,GNN-RL,0.4,0.02,500,0.3827622222222222,0.03633400957576595,0.001624906306130819,0.7196667415068368,0.041825260007548666,0.0018704824910696436
20,WS-localized,GNN-RL,0.6,0.03,500,0.3869066666666666,0.034709897261461814,0.001552273795373248,0.7099993655877397,0.03921151968921857,0.0017535924705232829
20,WS-localized,GNN-RL,0.8,0.04,500,0.3921822222222222,0.03412820245001392,0.0015262596125621198,0.7022432849585996,0.04044927407685778,0.0018089465295274808
20,WS-localized,GNN-RL,1.0,0.05,500,0.39829111111111115,0.03612660447118279,0.001615630867876251,0.6937897593277698,0.039539084983819875,0.0017682416358392483
